Award Year,Category,Category Full Name,Date Awarded,Laureate Name,Known Name,Gender,Birth Date,Birth Place,Birth Country,Birth Continent,Identification,Motivation,Prize Amount,Prize Amount Adjusted
1964,Physics,The Nobel Prize in Physics,1964-10-29,Charles Hard Townes,Charles H. Townes,male,1915-07-28,"Greenville, SC",USA,North America,81,"for fundamental work in the field of quantum electronics, which has led to the construction of oscillators and amplifiers based on the maser-laser principle",273000,3203602
1964,Physics,The Nobel Prize in Physics,1964-10-29,Nicolay Gennadiyevich Basov,Nicolay G. Basov,male,1922-12-14,Usman,USSR,Europe,82,"for fundamental work in the field of quantum electronics, which has led to the construction of oscillators and amplifiers based on the maser-laser principle",273000,3203602
1964,Physics,The Nobel Prize in Physics,1964-10-29,Aleksandr Mikhailovich Prokhorov,Aleksandr M. Prokhorov,male,1916-07-11,Atherton,Australia,Oceania,83,"for fundamental work in the field of quantum electronics, which has led to the construction of oscillators and amplifiers based on the maser-laser principle",273000,3203602
1964,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1964-10-15,Konrad Bloch,Konrad Bloch,male,1912-01-21,Neisse,Germany,Europe,378,for their discoveries concerning the mechanism and regulation of the cholesterol and fatty acid metabolism,273000,3203602
1964,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1964-10-15,Feodor Lynen,Feodor Lynen,male,1911-04-06,Munich,Germany,Europe,379,for their discoveries concerning the mechanism and regulation of the cholesterol and fatty acid metabolism,273000,3203602
1965,Chemistry,The Nobel Prize in Chemistry,1965-10-21,Robert Burns Woodward,Robert B. Woodward,male,1917-04-10,"Boston, MA",USA,North America,231,for his outstanding achievements in the art of organic synthesis,282000,3152463
1965,Literature,The Nobel Prize in Literature,1965-10-15,Mikhail Aleksandrovich Sholokhov,Mikhail Sholokhov,male,1905-05-24,Veshenskaya,Russia,Europe,638,"for the artistic power and integrity with which, in his epic of the Don, he has given expression to a historic phase in the life of the Russian people",282000,3152463
1965,Peace,The Nobel Peace Prize,1965-10-26,,N/A,Unknown,Unknown,Unknown,Unknown,Unknown,525,for its effort to enhance solidarity between nations and reduce the difference between rich and poor states,282000,3152463
1965,Physics,The Nobel Prize in Physics,1965-10-21,Sin-Itiro Tomonaga,Sin-Itiro Tomonaga,male,1906-03-31,Kyoto,Japan,Asia,84,"for their fundamental work in quantum electrodynamics, with deep-ploughing consequences for the physics of elementary particles",282000,3152463
1965,Physics,The Nobel Prize in Physics,1965-10-21,Julian Schwinger,Julian Schwinger,male,1918-02-12,"New York, NY",USA,North America,85,"for their fundamental work in quantum electrodynamics, with deep-ploughing consequences for the physics of elementary particles",282000,3152463
1965,Physics,The Nobel Prize in Physics,1965-10-21,Richard P. Feynman,Richard P. Feynman,male,1918-05-11,"New York, NY",USA,North America,86,"for their fundamental work in quantum electrodynamics, with deep-ploughing consequences for the physics of elementary particles",282000,3152463
1965,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1965-10-14,François Jacob,François Jacob,male,1920-06-17,Nancy,France,Europe,380,for their discoveries concerning genetic control of enzyme and virus synthesis,282000,3152463
1965,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1965-10-14,André Lwoff,André Lwoff,male,1902-05-08,Ainay-le-Château,France,Europe,381,for their discoveries concerning genetic control of enzyme and virus synthesis,282000,3152463
1965,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1965-10-14,Jacques Monod,Jacques Monod,male,1910-02-09,Paris,France,Europe,382,for their discoveries concerning genetic control of enzyme and virus synthesis,282000,3152463
1966,Chemistry,The Nobel Prize in Chemistry,1966-11-03,Robert S. Mulliken,Robert S. Mulliken,male,1896-06-07,"Newburyport, MA",USA,North America,232,for his fundamental work concerning chemical bonds and the electronic structure of molecules by the molecular orbital method,300000,3154455
1966,Literature,The Nobel Prize in Literature,1966-10-20,Shmuel Yosef Agnon,Shmuel Agnon,male,1888-07-17,Buczacz,Austria-Hungary,Europe,639,for his profoundly characteristic narrative art with motifs from the life of the Jewish people,300000,3154455
1966,Literature,The Nobel Prize in Literature,1966-10-20,Nelly Sachs,Nelly Sachs,female,1891-12-10,Berlin,Germany,Europe,640,"for her outstanding lyrical and dramatic writing, which interprets Israel's destiny with touching strength",300000,3154455
1966,Physics,The Nobel Prize in Physics,1966-11-03,Alfred Kastler,Alfred Kastler,male,1902-05-03,Guebwiller,Germany,Europe,87,for the discovery and development of optical methods for studying Hertzian resonances in atoms,300000,3154455
1966,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1966-10-13,Peyton Rous,Peyton Rous,male,1879-10-05,"Baltimore, MD",USA,North America,383,for his discovery of tumour-inducing viruses,300000,3154455
1966,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1966-10-13,Charles Brenton Huggins,Charles B. Huggins,male,1901-09-22,"Halifax, Nova Scotia",Canada,North America,384,for his discoveries concerning hormonal treatment of prostatic cancer,300000,3154455
1967,Chemistry,The Nobel Prize in Chemistry,1967-10-30,Manfred Eigen,Manfred Eigen,male,1927-05-09,Bochum,Germany,Europe,233,"for their studies of extremely fast chemical reactions, effected by disturbing the equilibrium by means of very short pulses of energy",320000,3221232
1967,Chemistry,The Nobel Prize in Chemistry,1967-10-30,Ronald George Wreyford Norrish,Ronald G.W. Norrish,male,1897-11-09,Cambridge,United Kingdom,Europe,234,"for their studies of extremely fast chemical reactions, effected by disturbing the equilibrium by means of very short pulses of energy",320000,3221232
1967,Chemistry,The Nobel Prize in Chemistry,1967-10-30,George Porter,George Porter,male,1920-12-06,Stainforth,United Kingdom,Europe,235,"for their studies of extremely fast chemical reactions, effected by disturbing the equilibrium by means of very short pulses of energy",320000,3221232
1967,Literature,The Nobel Prize in Literature,1967-10-19,Miguel Angel Asturias,Miguel Angel Asturias,male,1899-10-19,Guatemala City,Guatemala,North America,641,"for his vivid literary achievement, deep-rooted in the national traits and traditions of Indian peoples of Latin America",320000,3221232
1967,Physics,The Nobel Prize in Physics,1967-10-30,Hans Albrecht Bethe,Hans Bethe,male,1906-07-02,Strasbourg,Germany,Europe,88,"for his contributions to the theory of nuclear reactions, especially his discoveries concerning the energy production in stars",320000,3221232
1967,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1967-10-18,Ragnar Granit,Ragnar Granit,male,1900-10-30,Helsinki,Russian Empire,Europe,385,for their discoveries concerning the primary physiological and chemical visual processes in the eye,320000,3221232
1967,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1967-10-18,Haldan Keffer Hartline,Keffer Hartline,male,1903-12-22,"Bloomsburg, PA",USA,North America,386,for their discoveries concerning the primary physiological and chemical visual processes in the eye,320000,3221232
1967,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1967-10-18,George Wald,George Wald,male,1906-11-18,"New York, NY",USA,North America,387,for their discoveries concerning the primary physiological and chemical visual processes in the eye,320000,3221232
1968,Chemistry,The Nobel Prize in Chemistry,1968-10-30,Lars Onsager,Lars Onsager,male,1903-11-27,Kristiania,Norway,Europe,236,"for the discovery of the reciprocal relations bearing his name, which are fundamental for the thermodynamics of irreversible processes",350000,3457674
1968,Literature,The Nobel Prize in Literature,1968-10-17,Yasunari Kawabata,Yasunari Kawabata,male,1899-06-11,Osaka,Japan,Asia,642,"for his narrative mastery, which with great sensibility expresses the essence of the Japanese mind",350000,3457674
1968,Peace,The Nobel Peace Prize,1968-10-09,René Cassin,René Cassin,male,1887-10-05,Bayonne,France,Europe,526,for his struggle to ensure the rights of man as stipulated in the UN Declaration,350000,3457674
1968,Physics,The Nobel Prize in Physics,1968-10-30,Luis Walter Alvarez,Luis Alvarez,male,1911-06-13,"San Francisco, CA",USA,North America,89,"for his decisive contributions to elementary particle physics, in particular the discovery of a large number of resonance states, made possible through his development of the technique of using hydrogen bubble chamber and data analysis",350000,3457674
1968,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1968-10-16,Robert W. Holley,Robert W. Holley,male,1922-01-28,"Urbana, IL",USA,North America,388,for their interpretation of the genetic code and its function in protein synthesis,350000,3457674
1968,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1968-10-16,Har Gobind Khorana,H. Gobind Khorana,male,1922-01-09,Raipur,India,Asia,389,for their interpretation of the genetic code and its function in protein synthesis,350000,3457674
1968,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1968-10-16,Marshall W. Nirenberg,Marshall W. Nirenberg,male,1927-04-10,"New York, NY",USA,North America,390,for their interpretation of the genetic code and its function in protein synthesis,350000,3457674
1969,Chemistry,The Nobel Prize in Chemistry,1969-10-30,Derek H. R. Barton,Derek Barton,male,1918-09-08,Gravesend,United Kingdom,Europe,237,for their contributions to the development of the concept of conformation and its application in chemistry,375000,3604072
1969,Chemistry,The Nobel Prize in Chemistry,1969-10-30,Odd Hassel,Odd Hassel,male,1897-05-17,Kristiania,Norway,Europe,238,for their contributions to the development of the concept of conformation and its application in chemistry,375000,3604072
1969,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,1969-10-27,Ragnar Frisch,Ragnar Frisch,male,1895-03-03,Oslo,Norway,Europe,677,for having developed and applied dynamic models for the analysis of economic processes,375000,3604072
1969,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,1969-10-27,Jan Tinbergen,Jan Tinbergen,male,1903-04-12,the Hague,the Netherlands,Europe,678,for having developed and applied dynamic models for the analysis of economic processes,375000,3604072
1969,Literature,The Nobel Prize in Literature,1969-10-23,Samuel Beckett,Samuel Beckett,male,1906-04-13,Dublin,Ireland,Europe,643,"for his writing, which - in new forms for the novel and drama - in the destitution of modern man acquires its elevation",375000,3604072
1969,Peace,The Nobel Peace Prize,1969-10-20,,N/A,Unknown,Unknown,Unknown,Unknown,Unknown,527,for creating international legislation insuring certain norms for working conditions in every country,375000,3604072
1969,Physics,The Nobel Prize in Physics,1969-10-30,Murray Gell-Mann,Murray Gell-Mann,male,1929-09-15,"New York, NY",USA,North America,90,for his contributions and discoveries concerning the classification of elementary particles and their interactions,375000,3604072
1969,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1969-10-16,Max Delbrück,Max Delbrück,male,1906-09-04,Berlin,Germany,Europe,391,for their discoveries concerning the replication mechanism and the genetic structure of viruses,375000,3604072
1969,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1969-10-16,Alfred D. Hershey,Alfred D. Hershey,male,1908-12-04,"Owosso, MI",USA,North America,392,for their discoveries concerning the replication mechanism and the genetic structure of viruses,375000,3604072
1969,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1969-10-16,Salvador E. Luria,Salvador E. Luria,male,1912-08-13,Turin,Italy,Europe,393,for their discoveries concerning the replication mechanism and the genetic structure of viruses,375000,3604072
1970,Chemistry,The Nobel Prize in Chemistry,1970-10-27,Luis F. Leloir,Luis Leloir,male,1906-09-06,Paris,France,Europe,239,for his discovery of sugar nucleotides and their role in the biosynthesis of carbohydrates,400000,3600000
1970,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,1970-10-26,Paul A. Samuelson,Paul A. Samuelson,male,1915-05-15,"Gary, IN",USA,North America,679,for the scientific work through which he has developed static and dynamic economic theory and actively contributed to raising the level of analysis in economic science,400000,3600000
1970,Literature,The Nobel Prize in Literature,1970-10-08,Aleksandr Isayevich Solzhenitsyn,Alexandr Solzhenitsyn,male,1918-12-11,Kislovodsk,Russia,Europe,644,for the ethical force with which he has pursued the indispensable traditions of Russian literature,400000,3600000
1970,Peace,The Nobel Peace Prize,1970-10-21,Norman Ernest Borlaug,Norman Borlaug,male,1914-03-25,"Cresco, IA",USA,North America,528,for having given a well-founded hope - the green revolution,400000,3600000
1970,Physics,The Nobel Prize in Physics,1970-10-27,Hannes Olof Gösta Alfvén,Hannes Alfvén,male,1908-05-30,Norrköping,Sweden,Europe,91,for fundamental work and discoveries in magnetohydro-dynamics with fruitful applications in different parts of plasma physics,400000,3600000
1970,Physics,The Nobel Prize in Physics,1970-10-27,Louis Eugène Félix Néel,Louis Néel,male,1904-11-22,Lyon,France,Europe,92,for fundamental work and discoveries concerning antiferromagnetism and ferrimagnetism which have led to important applications in solid state physics,400000,3600000
1970,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1970-10-15,Sir Bernard Katz,Sir Bernard Katz,male,1911-03-26,Leipzig,Germany,Europe,394,"for their discoveries concerning the humoral transmitters in the nerve terminals and the mechanism for their storage, release and inactivation",400000,3600000
